ID,Name,Types,Attack,Defense,Stamina,Fast Moves,Charge Moves
616,Shelmet,Bug,72,140,137,"Acid, Infestation","Body Slam, Bug Buzz, Signal Beam, Frustration (Shadow), Return (Purified)"
617,Accelgor,Bug,220,120,190,"Acid, Infestation, Water Shuriken","Acid Spray, Bug Buzz, Focus Blast, Signal Beam, Energy Ball (Community Day), Frustration (Shadow), Return (Purified)"
618,Stunfisk,"Ground, Electric",144,171,240,"Mud Shot, Thunder Shock","Discharge, Mud Bomb, Muddy Water, Frustration (Shadow), Return (Purified)"
618,Galarian Stunfisk,"Ground, Steel",144,171,240,"Metal Claw, Mud Shot","Earthquake, Flash Cannon, Muddy Water, Rock Slide, Frustration (Shadow), Return (Purified)"
619,Mienfoo,Fighting,160,98,128,"Low Kick, Pound","Brick Break, Drain Punch, Focus Blast, Low Sweep, High Jump Kick (legacy)"
620,Mienshao,Fighting,258,127,163,"Force Palm, Low Kick, Poison Jab","Blaze Kick, Brick Break, Brutal Swing, Drain Punch, Grass Knot, Stone Edge"
621,Druddigon,Dragon,213,170,184,"Bite, Dragon Tail","Dragon Claw, Hyper Beam, Night Slash, Rock Tomb"
622,Golett,"Ground, Ghost",127,92,153,"Astonish, Mud-Slap","Brick Break, Night Shade, Shadow Punch, Frustration (Shadow), Return (Purified)"
623,Golurk,"Ground, Ghost",222,154,205,"Astonish, Mud-Slap","Dynamic Punch, Earth Power, Poltergeist, Shadow Punch, Frustration (Shadow), Return (Purified)"
624,Pawniard,"Dark, Steel",154,114,128,"Fury Cutter, Scratch","Iron Head, Night Slash, X-Scissor"
625,Bisharp,"Dark, Steel",232,176,163,"Metal Claw, Snarl","Dark Pulse, Focus Blast, Iron Head, X-Scissor"
626,Bouffalant,Normal,195,182,216,"Mud Shot, Zen Headbutt","Earthquake, Megahorn, Skull Bash, Stomp"
627,Rufflet,"Normal, Flying",150,97,172,"Peck, Wing Attack","Aerial Ace, Brave Bird, Fly, Rock Tomb"
628,Braviary,"Normal, Flying",232,152,225,"Air Slash, Steel Wing","Brave Bird, Close Combat, Fly, Heat Wave, Rock Slide"
628,Hisuian Braviary,"Psychic, Flying",213,137,242,"Air Slash, Zen Headbutt","Brave Bird, Dazzling Gleam, Fly, Ominous Wind, Psychic"
629,Vullaby,"Dark, Flying",105,139,172,"Air Slash, Feint Attack","Brave Bird, Dark Pulse, Foul Play"
630,Mandibuzz,"Dark, Flying",129,205,242,"Air Slash, Snarl","Aerial Ace, Dark Pulse, Foul Play, Shadow Ball"
631,Heatmor,Fire,204,129,198,"Fire Spin, Lick","Flamethrower, Power-Up Punch, Thunder Punch"
632,Durant,"Bug, Steel",217,188,151,"Bug Bite, Metal Claw","Iron Head, Stone Edge, X-Scissor"
633,Deino,"Dark, Dragon",116,93,141,"Dragon Breath, Tackle","Body Slam, Crunch, Dragon Pulse, Frustration (Shadow), Return (Purified)"
634,Zweilous,"Dark, Dragon",159,135,176,"Bite, Dragon Breath","Body Slam, Dark Pulse, Dragon Pulse, Frustration (Shadow), Return (Purified)"
635,Hydreigon,"Dark, Dragon",256,188,211,"Bite, Dragon Breath","Dark Pulse, Dragon Pulse, Flash Cannon, Fly, Brutal Swing (Community Day), Frustration (Shadow), Return (Purified)"
636,Larvesta,"Bug, Fire",156,107,146,"Bug Bite, Ember","Bug Buzz, Flame Charge, Flame Wheel"
637,Volcarona,"Bug, Fire",264,189,198,"Bug Bite, Fire Spin","Bug Buzz, Hurricane, Overheat, Solar Beam"
638,Cobalion,"Steel, Fighting",192,229,209,"Double Kick, Metal Claw, Zen Headbutt","Close Combat, Iron Head, Stone Edge, Sacred Sword (legacy)"
639,Terrakion,"Rock, Fighting",260,192,209,"Double Kick, Smack Down, Zen Headbutt","Close Combat, Earthquake, Rock Slide, Sacred Sword (legacy)"
640,Virizion,"Grass, Fighting",192,229,209,"Double Kick, Quick Attack, Zen Headbutt","Close Combat, Leaf Blade, Stone Edge, Sacred Sword (legacy)"
641,Tornadus Incarnate Forme,Flying,266,164,188,"Air Slash, Bite","Dark Pulse, Grass Knot, Hurricane, Hyper Beam, Frustration (Shadow), Return (Purified)"
641,Tornadus Therian Forme,Flying,238,189,188,"Astonish, Gust","Focus Blast, Heat Wave, Hurricane, Psychic, Bleakwind Storm (legacy), Frustration (Shadow), Return (Purified)"
642,Thundurus  Incarnate Forme,"Electric, Flying",266,164,188,"Astonish, Thunder Shock","Brick Break, Crunch, Thunder, Thunder Punch"
642,Thundurus Therian Forme,"Electric, Flying",295,161,188,"Bite, Volt Switch","Focus Blast, Sludge Wave, Thunder, Thunderbolt, Wildbolt Storm (legacy)"
643,Reshiram,"Dragon, Fire",275,211,205,"Dragon Breath, Fire Fang","Crunch, Draco Meteor, Overheat, Stone Edge, Fusion Flare (legacy)"
644,Zekrom,"Dragon, Electric",275,211,205,"Charge Beam, Dragon Breath","Crunch, Flash Cannon, Outrage, Wild Charge, Fusion Bolt (legacy)"
645,Landorus Incarnate Forme,"Ground, Flying",261,182,205,"Mud Shot, Rock Throw","Earth Power, Focus Blast, Outrage, Rock Slide"
645,Landorus Therian Forme,"Ground, Flying",289,179,205,"Extrasensory, Mud Shot","Bulldoze, Earthquake, Stone Edge, Superpower, Sandsear Storm (legacy)"
646,Kyurem,"Dragon, Ice",246,170,245,"Dragon Breath, Steel Wing","Blizzard, Draco Meteor, Dragon Claw, Glaciate (legacy)"
646,White Kyurem,"Dragon, Ice",310,183,245,"Dragon Breath, Ice Fang, Steel Wing","Ancient Power, Blizzard, Dragon Pulse, Focus Blast, Fusion Flare, Ice Burn (legacy)"
646,Black Kyurem,"Dragon, Ice",310,183,245,"Dragon Tail, Shadow Claw","Blizzard, Fusion Bolt, Iron Head, Outrage, Stone Edge, Freeze Shock (legacy)"
647,Keldeo Ordinary Form,"Water, Fighting",260,192,209,"Low Kick, Poison Jab","Aqua Jet, Close Combat, Hydro Pump, Sacred Sword, X-Scissor"
647,Keldeo Resolute Form,"Water, Fighting",260,192,209,"Low Kick, Poison Jab","Aqua Jet, Close Combat, Hydro Pump, Sacred Sword, X-Scissor"
648,Meloetta Aria Forme,"Normal, Psychic",250,225,225,"Confusion, Quick Attack","Dazzling Gleam, Hyper Beam, Psyshock, Thunderbolt"
649,Genesect,"Bug, Steel",252,199,174,"Fury Cutter, Metal Claw","Hyper Beam, Magnet Bomb, X-Scissor"
649,Genesect Burn Drive,"Bug, Steel",252,199,174,"Fury Cutter, Metal Claw","Flamethrower, Magnet Bomb, X-Scissor, Techno Blast - Fire (legacy)"
649,Genesect Chill Drive,"Bug, Steel",252,199,174,"Fury Cutter, Metal Claw","Ice Beam, Magnet Bomb, X-Scissor, Techno Blast - Ice (legacy)"
649,Genesect Douse Drive,"Bug, Steel",252,199,174,"Fury Cutter, Metal Claw","Gunk Shot, Magnet Bomb, X-Scissor, Techno Blast - Water (legacy)"
649,Genesect Shock Drive,"Bug, Steel",252,199,174,"Fury Cutter, Metal Claw","Magnet Bomb, X-Scissor, Zap Cannon, Techno Blast - Electric (legacy)"
650,Chespin,Grass,110,106,148,"Take Down, Vine Whip","Body Slam, Gyro Ball, Seed Bomb"
651,Quilladin,Grass,146,156,156,"Low Kick, Vine Whip","Body Slam, Energy Ball, Gyro Ball"
652,Chesnaught,"Grass, Fighting",201,204,204,"Low Kick, Smack Down, Vine Whip","Energy Ball, Gyro Ball, Solar Beam, Superpower, Thunder Punch, Frenzy Plant (Community Day)"
653,Fennekin,Fire,116,102,120,"Ember, Scratch","Flame Charge, Flamethrower, Psyshock"
654,Braixen,Fire,171,130,153,"Ember, Scratch","Flame Charge, Flamethrower, Psyshock"
655,Delphox,"Fire, Psychic",230,189,181,"Fire Spin, Scratch, Zen Headbutt","Fire Blast, Flame Charge, Flamethrower, Mystical Fire, Psychic, Psyshock, Blast Burn (Community Day)"
656,Froakie,Water,122,84,121,"Bubble, Pound","Aerial Ace, Surf, Water Pulse"
657,Frogadier,Water,168,114,144,"Bubble, Pound","Aerial Ace, Surf, Water Pulse"
658,Greninja,"Water, Dark",223,152,176,"Bubble, Feint Attack, Water Shuriken","Aerial Ace, Hydro Pump, Night Slash, Surf, Hydro Cannon (Community Day)"
659,Bunnelby,Normal,68,72,116,"Mud-Slap, Quick Attack","Bulldoze, Dig, Earthquake, Frustration (Shadow), Return (Purified)"
660,Diggersby,"Normal, Ground",112,155,198,"Mud Shot, Quick Attack","Dig, Earthquake, Fire Punch, Hyper Beam, Scorching Sands, Frustration (Shadow), Return (Purified)"
661,Fletchling,"Normal, Flying",95,80,128,"Peck, Quick Attack","Aerial Ace, Fly, Heat Wave, Swift, Frustration (Shadow), Return (Purified)"
662,Fletchinder,"Fire, Flying",145,110,158,"Ember, Peck, Steel Wing","Aerial Ace, Flame Charge, Fly, Heat Wave, Frustration (Shadow), Return (Purified)"
663,Talonflame,"Fire, Flying",176,155,186,"Fire Spin, Peck, Steel Wing, Incinerate (Community Day)","Brave Bird, Fire Blast, Flame Charge, Fly, Hurricane, Frustration (Shadow), Return (Purified)"
664,Scatterbug,Bug,63,63,116,"Bug Bite, Tackle",Struggle
665,Spewpa,Bug,48,89,128,Struggle Bug,Struggle
666,Vivillon Meadow Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Archiplago Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Continental Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Elegant Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Garden Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon High Plains Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Icy Snow Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Jungle Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Marine Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Modern Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Monsoon Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Ocean Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Polar Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon River Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Sandstorm Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Savanna Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Sun Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
666,Vivillon Tundra Pattern,"Bug, Flying",176,103,190,"Gust, Struggle Bug","Aerial Ace, Bug Buzz, Energy Ball, Hurricane"
667,Litleo,"Fire, Normal",139,112,158,"Ember, Fire Fang, Incinerate, Tackle","Crunch, Flame Charge, Flamethrower"
668,Pyroar Male,"Fire, Normal",221,149,200,"Ember, Fire Fang, Incinerate, Take Down","Dark Pulse, Flame Charge, Overheat, Solar Beam"
668,Pyroar Female,"Fire, Normal",221,149,200,"Ember, Fire Fang, Incinerate, Take Down","Dark Pulse, Flame Charge, Overheat, Solar Beam"
669,Flabébé Red Flower,Fairy,108,120,127,"Tackle, Vine Whip","Dazzling Gleam, Petal Blizzard, Psychic"
669,Flabébé Blue Flower,Fairy,108,120,127,"Tackle, Vine Whip","Dazzling Gleam, Petal Blizzard, Psychic"
669,Flabébé Orange Flower,Fairy,108,120,127,"Tackle, Vine Whip","Dazzling Gleam, Petal Blizzard, Psychic"
669,Flabébé White Flower,Fairy,108,120,127,"Tackle, Vine Whip","Dazzling Gleam, Petal Blizzard, Psychic"
669,Flabébé Yellow Flower,Fairy,108,120,127,"Tackle, Vine Whip","Dazzling Gleam, Petal Blizzard, Psychic"
670,Floette Red Flower,Fairy,136,151,144,"Tackle, Vine Whip","Dazzling Gleam, Petal Blizzard, Psychic"
670,Floette Blue Flower,Fairy,136,151,144,"Tackle, Vine Whip","Dazzling Gleam, Petal Blizzard, Psychic"
670,Floette Orange Flower,Fairy,136,151,144,"Tackle, Vine Whip","Dazzling Gleam, Petal Blizzard, Psychic"
670,Floette White Flower,Fairy,136,151,144,"Tackle, Vine Whip","Dazzling Gleam, Petal Blizzard, Psychic"
670,Floette Yellow Flower,Fairy,136,151,144,"Tackle, Vine Whip","Dazzling Gleam, Petal Blizzard, Psychic"
671,Florges Red Flower,Fairy,212,244,186,"Fairy Wind, Razor Leaf, Tackle, Vine Whip","Disarming Voice, Moonblast, Petal Blizzard, Psychic, Trailblaze, Chilling Water (Community Day)"
671,Florges Blue Flower,Fairy,212,244,186,"Fairy Wind, Razor Leaf, Tackle, Vine Whip","Disarming Voice, Moonblast, Petal Blizzard, Psychic, Trailblaze, Chilling Water (Community Day)"
671,Florges Orange Flower,Fairy,212,244,186,"Fairy Wind, Razor Leaf, Tackle, Vine Whip","Disarming Voice, Moonblast, Petal Blizzard, Psychic, Trailblaze, Chilling Water (Community Day)"
671,Florges Yellow Flower,Fairy,212,244,186,"Fairy Wind, Razor Leaf, Tackle, Vine Whip","Disarming Voice, Moonblast, Petal Blizzard, Psychic, Trailblaze, Chilling Water (Community Day)"
671,Florges White Flower,Fairy,212,244,186,"Fairy Wind, Razor Leaf, Tackle, Vine Whip","Disarming Voice, Moonblast, Petal Blizzard, Psychic, Trailblaze, Chilling Water (Community Day)"
672,Skiddo,Grass,123,102,165,"Rock Smash, Zen Headbutt","Brick Break, Seed Bomb"
673,Gogoat,Grass,196,146,265,"Rock Smash, Vine Whip, Zen Headbutt","Brick Break, Leaf Blade, Rock Slide, Seed Bomb"
674,Pancham,Fighting,145,107,167,"Low Kick, Tackle","Body Slam, Crunch, Low Sweep"
675,Pangoro,"Fighting, Dark",226,146,216,"Bullet Punch, Karate Chop, Low Kick, Snarl","Close Combat, Iron Head, Night Slash, Rock Slide"
676,Furfrou Natural Trim,Normal,164,167,181,"Bite, Sand Attack, Sucker Punch, Take Down","Dark Pulse, Grass Knot, Surf"
676,Furfrou Heart Trim,Normal,164,167,181,"Bite, Sand Attack, Sucker Punch, Take Down","Dark Pulse, Grass Knot, Surf"
676,Furfrou Star Trim,Normal,164,167,181,"Bite, Sand Attack, Sucker Punch, Take Down","Dark Pulse, Grass Knot, Surf"
676,Furfrou Diamond Trim,Normal,164,167,181,"Bite, Sand Attack, Sucker Punch, Take Down","Dark Pulse, Grass Knot, Surf"
676,Furfrou Debutante Trim,Normal,164,167,181,"Bite, Sand Attack, Sucker Punch, Take Down","Dark Pulse, Grass Knot, Surf"
676,Furfrou Matron Trim,Normal,164,167,181,"Bite, Sand Attack, Sucker Punch, Take Down","Dark Pulse, Grass Knot, Surf"
676,Furfrou Dandy Trim,Normal,164,167,181,"Bite, Sand Attack, Sucker Punch, Take Down","Dark Pulse, Grass Knot, Surf"
676,Furfrou La Reine Trim,Normal,164,167,181,"Bite, Sand Attack, Sucker Punch, Take Down","Dark Pulse, Grass Knot, Surf"
676,Furfrou Kabuki Trim,Normal,164,167,181,"Bite, Sand Attack, Sucker Punch, Take Down","Dark Pulse, Grass Knot, Surf"
676,Furfrou Pharaoh Trim,Normal,164,167,181,"Bite, Sand Attack, Sucker Punch, Take Down","Dark Pulse, Grass Knot, Surf"
677,Espurr,Psychic,120,114,158,"Confusion, Scratch","Energy Ball, Psychic, Psyshock"
678,Meowstic Male,Psychic,166,167,179,"Confusion, Sucker Punch","Energy Ball, Psychic, Thunderbolt"
678,Meowstic Female,Psychic,166,167,179,"Charm, Confusion, Magical Leaf","Energy Ball, Psychic, Shadow Ball"
679,Honedge,"Steel, Ghost",135,139,128,"Psycho Cut, Tackle","Gyro Ball, Iron Head"
680,Doublade,"Steel, Ghost",188,206,153,"Psycho Cut, Shadow Claw, Tackle","Gyro Ball, Iron Head, Sacred Sword"
681,Aegislash Shield Forme,"Steel, Ghost",97,272,155,"Air Slash, Psycho Cut","Flash Cannon, Gyro Ball, Shadow Ball"
681,Aegislash Blade Forme,"Steel, Ghost",272,97,155,"Air Slash, Psycho Cut","Flash Cannon, Gyro Ball, Shadow Ball"
682,Spritzee,Fairy,110,113,186,"Charge Beam, Charm","Draining Kiss, Thunderbolt"
683,Aromatisse,Fairy,173,150,226,"Charge Beam, Charm","Draining Kiss, Moonblast, Psychic, Psyshock, Thunderbolt"
684,Swirlix,Fairy,109,119,158,Tackle,"Draining Kiss, Energy Ball"
685,Slurpuff,Fairy,168,163,193,"Charm, Fairy Wind, Tackle","Draining Kiss, Energy Ball, Flamethrower, Play Rough"
686,Inkay,"Dark, Psychic",98,95,142,"Peck, Psywave, Tackle","Night Slash, Psybeam, Frustration (Shadow), Return (Purified)"
687,Malamar,"Dark, Psychic",177,165,200,"Peck, Psycho Cut, Psywave","Foul Play, Hyper Beam, Psybeam, Superpower, Frustration (Shadow), Return (Purified)"
688,Binacle,"Rock, Water",96,120,123,"Mud-Slap, Scratch","Ancient Power, Cross Chop, Dig"
689,Barbaracle,"Rock, Water",194,205,176,"Fury Cutter, Mud-Slap, Water Gun","Cross Chop, Grass Knot, Razor Shell, Skull Bash, Stone Edge"
690,Skrelp,"Poison, Water",109,109,137,"Acid, Water Gun","Aqua Tail, Sludge Bomb, Twister, Water Pulse"
691,Dragalge,"Poison, Dragon",177,207,163,"Acid, Dragon Tail, Water Gun","Aqua Tail, Focus Blast, Gunk Shot, Hydro Pump, Outrage, Sludge Bomb"
692,Clauncher,Water,108,117,137,"Smack Down, Water Gun","Aqua Jet, Crabhammer, Water Pulse"
693,Clawitzer,Water,221,171,174,"Smack Down, Water Gun","Crabhammer, Dark Pulse, Ice Beam, Water Pulse"
694,Helioptile,"Electric, Normal",115,78,127,"Quick Attack, Thunder Shock","Bulldoze, Parabolic Charge, Thunderbolt"
695,Heliolisk,"Electric, Normal",219,168,158,"Mud-Slap, Quick Attack, Volt Switch","Breaking Swipe, Bulldoze, Grass Knot, Parabolic Charge, Thunderbolt"
696,Tyrunt,"Rock, Dragon",158,123,151,"Dragon Tail, Tackle","Ancient Power, Dragon Claw, Rock Tomb, Stomp, Frustration (Shadow), Return (Purified)"
697,Tyrantrum,"Rock, Dragon",227,191,193,"Charm, Dragon Tail, Rock Throw","Crunch, Earthquake, Meteor Beam, Outrage, Rock Tomb, Stone Edge, Frustration (Shadow), Return (Purified)"
698,Amaura,"Rock, Ice",124,109,184,"Frost Breath, Powder Snow","Ancient Power, Aurora Beam, Thunderbolt, Weather Ball - Ice, Frustration (Shadow), Return (Purified)"
699,Aurorus,"Rock, Ice",186,163,265,"Frost Breath, Powder Snow, Rock Throw","Ancient Power, Blizzard, Hyper Beam, Meteor Beam, Thunderbolt, Weather Ball - Ice, Frustration (Shadow), Return (Purified)"
700,Sylveon,Fairy,203,205,216,"Charm, Quick Attack","Dazzling Gleam, Draining Kiss, Moonblast, Last Resort (legacy), Psyshock (Community Day)"
701,Hawlucha,"Fighting, Flying",195,153,186,"Low Kick, Poison Jab","Aerial Ace, Flying Press, Power-Up Punch, X-Scissor"
702,Dedenne,"Electric, Fairy",164,134,167,"Tackle, Thunder Shock","Discharge, Parabolic Charge, Play Rough"
703,Carbink,"Rock, Fairy",95,285,137,"Rock Throw, Tackle","Moonblast, Power Gem, Rock Slide"
704,Goomy,Dragon,101,112,128,"Tackle, Water Gun","Dragon Pulse, Muddy Water, Sludge Wave, Thunder Punch (Community Day)"
705,Sliggoo,Dragon,159,176,169,"Tackle, Water Gun","Dragon Pulse, Muddy Water, Sludge Wave, Water Pulse"
706,Goodra,Dragon,220,242,207,"Dragon Breath, Water Gun","Aqua Tail, Draco Meteor, Muddy Water, Power Whip, Sludge Wave, Thunder Punch (Community Day)"
707,Klefki,"Steel, Fairy",160,179,149,"Astonish, Tackle","Draining Kiss, Flash Cannon, Foul Play, Play Rough"
708,Phantump,"Ghost, Grass",125,103,125,"Astonish, Tackle","Foul Play, Seed Bomb, Shadow Ball, Frustration (Shadow), Return (Purified)"
709,Trevenant,"Ghost, Grass",201,154,198,"Shadow Claw, Sucker Punch","Foul Play, Seed Bomb, Shadow Ball, Frustration (Shadow), Return (Purified)"
710,Pumpkaboo Average Size,"Ghost, Grass",121,123,135,"Astonish, Razor Leaf","Foul Play, Grass Knot, Shadow Sneak"
710,Pumpkaboo Small Size,"Ghost, Grass",122,124,127,"Astonish, Razor Leaf","Foul Play, Grass Knot, Shadow Sneak"
710,Pumpkaboo Large Size,"Ghost, Grass",120,122,144,"Astonish, Razor Leaf","Foul Play, Grass Knot, Shadow Sneak"
710,Pumpkaboo Super Size,"Ghost, Grass",118,120,153,"Astonish, Razor Leaf","Foul Play, Grass Knot, Shadow Sneak"
711,Gourgeist Average Size,"Ghost, Grass",175,213,163,"Hex, Incinerate, Razor Leaf","Fire Blast, Foul Play, Poltergeist, Seed Bomb, Shadow Ball"
711,Gourgeist Small Size,"Ghost, Grass",171,219,146,"Hex, Incinerate, Razor Leaf","Fire Blast, Foul Play, Poltergeist, Seed Bomb, Shadow Ball"
711,Gourgeist Large Size,"Ghost, Grass",179,206,181,"Hex, Incinerate, Razor Leaf","Fire Blast, Foul Play, Poltergeist, Seed Bomb, Shadow Ball"
711,Gourgeist Super Size,"Ghost, Grass",182,200,198,"Hex, Incinerate, Razor Leaf","Fire Blast, Foul Play, Poltergeist, Seed Bomb, Shadow Ball"
712,Bergmite,Ice,117,120,146,"Bite, Tackle","Crunch, Icy Wind, Mirror Coat"
713,Avalugg,Ice,196,240,216,"Bite, Ice Fang","Avalanche, Body Slam, Crunch, Earthquake, Icy Wind, Mirror Coat"
713,Hisuian Avalugg,"Ice, Rock",214,238,216,"Bite, Powder Snow, Tackle","Blizzard, Crunch, Icy Wind, Rock Slide"
714,Noibat,"Flying, Dragon",83,73,120,"Bite, Wing Attack","Air Cutter, Dragon Pulse, Heat Wave"
715,Noivern,"Flying, Dragon",205,175,198,"Air Slash, Bite","Draco Meteor, Heat Wave, Hurricane, Psychic, Boomburst (Community Day)"
716,Xerneas,Fairy,250,185,246,"Tackle, Zen Headbutt, Geomancy (legacy)","Close Combat, Giga Impact, Megahorn, Moonblast, Thunder"
717,Yveltal,"Dark, Flying",250,185,246,"Gust, Snarl, Sucker Punch","Dark Pulse, Focus Blast, Hurricane, Hyper Beam, Psychic, Oblivion Wing (legacy)"
718,Zygarde 50% Forme,"Dragon, Ground",203,232,239,"Bite, Dragon Tail, Zen Headbutt","Bulldoze, Crunch, Earthquake, Hyper Beam, Outrage"
718,Zygarde 10% Forme,"Dragon, Ground",205,173,144,"Bite, Dragon Tail, Zen Headbutt","Bulldoze, Crunch, Earthquake, Hyper Beam, Outrage"
718,Zygarde 50% Complete Forme,"Dragon, Ground",184,207,389,"Bite, Dragon Tail, Zen Headbutt","Bulldoze, Crunch, Earthquake, Hyper Beam, Outrage"
719,Diancie,"Rock, Fairy",190,285,137,"Rock Throw, Tackle","Moonblast, Power Gem, Rock Slide"
719,Mega Diancie,"Rock, Fairy",342,235,137,,
720,Hoopa Confined,"Psychic, Ghost",261,187,173,"Astonish, Confusion","Psybeam, Psychic, Shadow Ball"
720,Hoopa Unbound,"Psychic, Dark",311,191,173,"Astonish, Confusion","Dark Pulse, Psychic, Shadow Ball"
721,Volcanion,"Fire, Water",252,216,190,"Incinerate, Take Down, Water Gun","Earth Power, Hydro Pump, Overheat, Sludge Bomb"
722,Rowlet,"Grass, Flying",102,99,169,"Leafage, Magical Leaf, Razor Leaf, Tackle","Energy Ball, Seed Bomb"
723,Dartrix,"Grass, Flying",142,139,186,"Leafage, Magical Leaf, Peck, Razor Leaf","Brave Bird, Energy Ball, Seed Bomb"
724,Decidueye,"Grass, Ghost",210,179,186,"Astonish, Leafage, Magical Leaf, Razor Leaf","Brave Bird, Energy Ball, Shadow Sneak, Spirit Shackle, Frenzy Plant (Community Day)"
724,Hisuian Decidueye,"Grass, Fighting",213,174,204,"Magical Leaf, Psycho Cut","Aerial Ace, Aura Sphere, Energy Ball, Night Shade, Trailblaze"
725,Litten,Fire,128,79,128,"Ember, Scratch","Crunch, Flame Charge, Flamethrower"
726,Torracat,Fire,174,103,163,"Bite, Ember","Crunch, Flame Charge, Flamethrower"
727,Incineroar,"Fire, Dark",214,175,216,"Double Kick, Fire Fang, Snarl","Blaze Kick, Brutal Swing, Dark Pulse, Darkest Lariat, Drain Punch, Fire Blast, Flame Charge, Blast Burn (Community Day)"
728,Popplio,Water,120,103,137,"Pound, Water Gun","Aqua Jet, Aqua Tail, Water Pulse"
729,Brionne,Water,168,145,155,"Charm, Water Gun","Aqua Jet, Disarming Voice, Water Pulse"
730,Primarina,"Water, Fairy",232,195,190,"Charm, Waterfall","Disarming Voice, Hydro Pump, Moonblast, Psychic, Sparkling Aria, Hydro Cannon (Community Day)"
731,Pikipek,"Normal, Flying",136,59,111,"Peck, Rock Smash","Aerial Ace, Drill Peck, Sky Attack, Frustration (Shadow), Return (Purified)"
732,Trumbeak,"Normal, Flying",159,100,146,"Peck, Rock Smash","Drill Peck, Rock Blast, Sky Attack, Frustration (Shadow), Return (Purified)"
733,Toucannon,"Normal, Flying",222,146,190,"Bullet Seed, Peck, Rock Smash","Drill Peck, Flash Cannon, Rock Blast, Frustration (Shadow), Return (Purified)"
734,Yungoos,Normal,122,56,134,"Bite, Tackle","Crunch, Hyper Fang, Rock Tomb"
735,Gumshoos,Normal,194,113,204,"Bite, Take Down","Crunch, Hyper Fang, Rock Tomb"
736,Grubbin,Bug,115,85,132,"Bug Bite, Spark","Crunch, Vise Grip, X-Scissor, Frustration (Shadow), Return (Purified)"
737,Charjabug,"Bug, Electric",145,161,149,"Bug Bite, Spark, Volt Switch (Community Day)","Crunch, Discharge, X-Scissor, Frustration (Shadow), Return (Purified)"
738,Vikavolt,"Bug, Electric",254,158,184,"Bug Bite, Mud-Slap, Spark, Volt Switch (Community Day)","Crunch, Discharge, Fly, X-Scissor, Frustration (Shadow), Return (Purified)"
739,Crabrawler,Fighting,150,104,132,"Bubble, Rock Smash","Brick Break, Crabhammer, Payback, Power-Up Punch"
740,Crabominable,"Fighting, Ice",231,138,219,"Bubble, Rock Smash","Brick Break, Crabhammer, Ice Punch, Payback, Power-Up Punch"
741,Oricorio Baile Style,"Fire, Flying",196,145,181,"Air Slash, Pound","Aerial Ace, Air Cutter, Hurricane"
741,Oricorio Pom-Pom Style,"Electric, Flying",196,145,181,"Air Slash, Pound","Aerial Ace, Air Cutter, Hurricane"
741,Oricorio Pa'u Style,"Psychic, Flying",196,145,181,"Air Slash, Pound","Aerial Ace, Air Cutter, Hurricane"
741,Oricorio Sensu Style,"Ghost, Flying",196,145,181,"Air Slash, Pound","Aerial Ace, Air Cutter, Hurricane"
